site_number,timeframe,A.centurio,A.concolor,A.glaucus,A.gnomus,A.lituratus,A.obscurus,A.planirostris,C.auritus,C.brevicauda,C.brevirostris,C.minor,C.perspicillata,C.trinitatum,C.villosum,D.gnoma,D.rotundus,E.auripendulus,G.daviesi,G.soricina,G.sylvestris,L.brasiliense,L.carrikeri,L.schulzi,L.silvicolum,L.spurrelli,L.thomasi,M.albescens,M.brosseti,M.crenulatum,M.hirsute,M.macconnelli,M.megalotis,M.microtis,M.minuta,P.discolor,P.elongatus,P.hastatus,P.helleri,P.leucoptera,P.parnellii,P.stenops,R.pumilio,S.bilineata,S.leptura,S.lilium,S.tildae,T.cirrhosus,T.nicefori,T.saurophila,U.bilobatum,V.bidens,V.pusilla
1,post1,0,0,0,0,0,10.45751634,2.614379085,2.614379085,0,0,0,5.22875817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614379085,0,0,0,2.614379085,0,13.07189542,2.614379085,0,0,2.614379085,5.22875817,0,2.614379085,0,0,0
2,post10,0,0,0,0,0,4.62962963,2.314814815,0,2.314814815,0,0,2.314814815,0,0,0,0,0,0,2.314814815,0,0,0,0,0,0,0,0,0,2.314814815,0,0,0,0,0,0,0,0,0,0,4.62962963,0,11.57407407,0,0,0,0,4.62962963,0,0,0,0,0
3,pre_logged,0,6.535947712,0,6.535947712,29.41176471,3.267973856,13.07189542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.267973856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.535947712,0,0,0,0,3.267973856,0,0,0,0,0
4,post1,0,0,0,9.523809524,0,12.6984127,0,3.174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174603175,0,9.523809524,0,0,0,0,6.349206349,0,0,0,3.174603175,0
5,post10,0,0,0,0,12.34567901,6.172839506,15.43209877,0,6.172839506,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086419753,0,3.086419753,0,0,0,0,3.086419753,0,0,0,0,0
6,pre_logged,0,0,0,3.267973856,3.267973856,6.535947712,0,0,0,0,0,0,0,0,0,0,0,0,3.267973856,0,0,0,0,6.535947712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.803921569,0,0,0,0,3.267973856,0,0,0,0,0
7,post10,0,3.086419753,0,0,43.20987654,3.086419753,18.51851852,3.086419753,0,0,0,0,0,0,0,0,0,0,3.086419753,0,0,0,0,6.172839506,0,0,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,6.172839506,0,0,0,3.086419753,0,0,0,0,0,0
8,pre_logged,0,3.367003367,0,3.367003367,6.734006734,6.734006734,6.734006734,0,0,0,3.367003367,3.367003367,0,0,0,6.734006734,0,0,3.367003367,0,0,0,0,16.83501684,0,0,0,0,0,0,0,0,0,0,0,6.734006734,0,0,0,0,0,3.367003367,0,0,0,3.367003367,10.1010101,3.367003367,0,0,0,3.367003367
9,post1,0,0,0,3.367003367,0,10.1010101,3.367003367,3.367003367,0,0,0,6.734006734,0,0,0,0,0,0,0,0,0,0,0,16.83501684,0,0,0,0,6.734006734,0,0,0,3.367003367,0,0,0,0,0,0,3.367003367,0,0,0,0,0,0,0,0,0,0,0,0
